EwEVersion,"6.6.7.17812 (compiled 28/02/2022)"
Date,"26/02/2023 11:47:50 AM"
ModelName,CS_model_V1_110722
EcosimScenario,"New Ecosim scenario"
TimeSeries,(none)
StartYear,2020

Data,"PredationMortality of Gurnards"

timestep\group,Weedfish,
1,0.2010457
2,0.2010082
3,0.2010231
4,0.2010358
5,0.2010459
6,0.2010535
7,0.2010586
8,0.2010611
9,0.2010613
10,0.2010596
11,0.2010564
12,0.201052
13,0.201047
14,0.2010417
15,0.2010364
16,0.2010313
17,0.2010267
18,0.2010227
19,0.2010195
20,0.201017
21,0.2010153
22,0.2010144
23,0.2010143
24,0.2010149
25,0.2010161
26,0.201018
27,0.2010203
28,0.201023
29,0.2010261
30,0.2010293
31,0.2010327
32,0.2010362
33,0.2010395
34,0.2010428
35,0.2010458
36,0.2010486
37,0.201051
38,0.2010531
39,0.2010548
40,0.201056
41,0.2010568
42,0.2010571
43,0.2010569
44,0.2010562
45,0.2010552
46,0.2010536
47,0.2010517
48,0.2010494
49,0.2010469
50,0.2010441
51,0.2010412
52,0.2010382
53,0.2010351
54,0.201032
55,0.201029
56,0.2010261
57,0.2010235
58,0.2010211
59,0.201019
60,0.2010171
61,0.2010157
62,0.2010146
63,0.2010139
64,0.2010136
65,0.2010136
66,0.201014
67,0.2010146
68,0.2010156
69,0.2010168
70,0.2010183
71,0.2010198
72,0.2010215
73,0.2010232
74,0.2010249
75,0.2010265
76,0.201028
77,0.2010292
78,0.2010303
79,0.2010311
80,0.2010317
81,0.2010319
82,0.2010318
83,0.2010314
84,0.2010306
85,0.2010295
86,0.2010282
87,0.2010265
88,0.2010247
89,0.2010227
90,0.2010206
91,0.2010184
92,0.2010161
93,0.2010139
94,0.2010119
95,0.20101
96,0.2010083
97,0.2010069
98,0.2010057
99,0.2010049
100,0.2010044
101,0.2010043
102,0.2010046
103,0.2010053
104,0.2010063
105,0.2010076
106,0.2010093
107,0.2010112
108,0.2010133
109,0.2010156
110,0.201018
111,0.2010204
112,0.2010229
113,0.2010253
114,0.2010276
115,0.2010297
116,0.2010315
117,0.2010331
118,0.2010344
119,0.2010354
120,0.201036
121,0.2010363
122,0.2010363
123,0.2010359
124,0.2010352
125,0.2010342
126,0.201033
127,0.2010317
128,0.2010301
129,0.2010286
130,0.201027
131,0.2010254
132,0.201024
133,0.2010227
134,0.2010216
135,0.2010209
136,0.2010203
137,0.2010202
138,0.2010204
139,0.201021
140,0.2010219
141,0.2010231
142,0.2010247
143,0.2010266
144,0.2010286
145,0.2010309
146,0.2010332
147,0.2010356
148,0.201038
149,0.2010402
150,0.2010422
151,0.201044
152,0.2010454
153,0.2010465
154,0.201047
155,0.2010472
156,0.2010467
157,0.2010457
158,0.2010442
159,0.2010421
160,0.2010395
161,0.2010364
162,0.2010329
163,0.201029
164,0.2010248
165,0.2010204
166,0.2010159
167,0.2010114
168,0.2010071
169,0.201003
170,0.2009991
171,0.2009958
172,0.2009929
173,0.2009906
174,0.200989
175,0.200988
176,0.2009879
177,0.2009885
178,0.20099
179,0.2009922
180,0.2009952
181,0.2009988
182,0.201003
183,0.2010078
184,0.201013
185,0.2010185
186,0.2010241
187,0.2010299
188,0.2010356
189,0.2010411
190,0.2010462
191,0.201051
192,0.2010551
193,0.2010586
194,0.2010614
195,0.2010633
196,0.2010645
197,0.2010647
198,0.201064
199,0.2010625
200,0.2010601
201,0.2010569
202,0.2010531
203,0.2010487
204,0.2010437
205,0.2010385
206,0.201033
207,0.2010274
208,0.2010219
209,0.2010165
210,0.2010115
211,0.201007
212,0.201003
213,0.2009997
214,0.2009971
215,0.2009954
216,0.2009945
217,0.2009945
218,0.2009953
219,0.200997
220,0.2009995
221,0.2010027
222,0.2010065
223,0.2010108
224,0.2010155
225,0.2010204
226,0.2010255
227,0.2010305
228,0.2010352
229,0.2010397
