EwEVersion,"6.6.7.17812 (compiled 28/02/2022)"
Date,"26/02/2023 11:47:50 AM"
ModelName,CS_model_V1_110722
EcosimScenario,"New Ecosim scenario"
TimeSeries,(none)
StartYear,2020

Data,"PredationMortality of Cormorants"

timestep\group,"Australian Sea Lion",
1,0.006017515
2,0.006016484
3,0.006016385
4,0.006016339
5,0.006016294
6,0.00601625
7,0.006016206
8,0.006016165
9,0.006016128
10,0.006016098
11,0.006016075
12,0.006016059
13,0.006016051
14,0.006016054
15,0.006016064
16,0.006016083
17,0.006016108
18,0.006016139
19,0.006016178
20,0.006016219
21,0.006016264
22,0.006016311
23,0.006016362
24,0.006016412
25,0.006016463
26,0.006016512
27,0.006016562
28,0.00601661
29,0.006016656
30,0.0060167
31,0.006016741
32,0.006016778
33,0.006016813
34,0.006016843
35,0.006016868
36,0.006016889
37,0.006016905
38,0.006016917
39,0.006016923
40,0.006016925
41,0.00601692
42,0.00601691
43,0.006016895
44,0.006016875
45,0.006016848
46,0.006016817
47,0.00601678
48,0.006016737
49,0.006016691
50,0.006016638
51,0.006016582
52,0.006016523
53,0.006016458
54,0.006016393
55,0.006016324
56,0.006016253
57,0.006016181
58,0.006016108
59,0.006016036
60,0.006015964
61,0.006015894
62,0.006015826
63,0.00601576
64,0.006015699
65,0.006015642
66,0.00601559
67,0.006015544
68,0.006015504
69,0.006015471
70,0.006015446
71,0.006015428
72,0.006015419
73,0.006015416
74,0.006015425
75,0.006015443
76,0.006015468
77,0.006015503
78,0.006015546
79,0.006015598
80,0.006015657
81,0.006015726
82,0.0060158
83,0.006015883
84,0.006015971
85,0.006016063
86,0.006016159
87,0.006016259
88,0.006016362
89,0.006016464
90,0.006016567
91,0.006016672
92,0.006016773
93,0.006016873
94,0.006016966
95,0.006017057
96,0.00601714
97,0.00601722
98,0.006017292
99,0.006017358
100,0.006017414
101,0.006017463
102,0.006017502
103,0.006017533
104,0.006017555
105,0.006017567
106,0.006017569
107,0.006017563
108,0.006017548
109,0.006017524
110,0.006017493
111,0.006017453
112,0.006017407
113,0.006017356
114,0.006017299
115,0.006017238
116,0.006017173
117,0.006017105
118,0.006017034
119,0.006016963
120,0.006016892
121,0.00601682
122,0.006016749
123,0.00601668
124,0.006016614
125,0.006016551
126,0.006016492
127,0.006016437
128,0.006016388
129,0.006016342
130,0.006016303
131,0.006016269
132,0.006016241
133,0.00601622
134,0.006016205
135,0.006016195
136,0.006016192
137,0.006016195
138,0.006016202
139,0.006016217
140,0.006016235
141,0.006016259
142,0.006016287
143,0.006016318
144,0.006016355
145,0.006016395
146,0.006016436
147,0.006016481
148,0.006016526
149,0.006016573
150,0.00601662
151,0.006016668
152,0.006016716
153,0.006016762
154,0.006016806
155,0.006016849
156,0.006016889
157,0.006016925
158,0.006016956
159,0.006016985
160,0.006017009
161,0.006017027
162,0.00601704
163,0.006017047
164,0.006017047
165,0.006017042
166,0.00601703
167,0.006017012
168,0.006016986
169,0.006016955
170,0.006016916
171,0.006016873
172,0.006016823
173,0.006016767
174,0.006016706
175,0.006016639
176,0.00601657
177,0.006016497
178,0.006016421
179,0.006016344
180,0.006016266
181,0.006016187
182,0.006016109
183,0.006016032
184,0.006015959
185,0.006015889
186,0.006015821
187,0.00601576
188,0.006015704
189,0.006015654
190,0.006015611
191,0.006015574
192,0.006015546
193,0.006015525
194,0.006015512
195,0.006015509
196,0.006015512
197,0.006015524
198,0.006015542
199,0.006015569
200,0.006015601
201,0.00601564
202,0.006015683
203,0.00601573
204,0.00601578
205,0.006015834
206,0.006015889
207,0.006015944
208,0.006016
209,0.006016053
210,0.006016104
211,0.006016153
212,0.006016197
213,0.006016236
214,0.006016268
215,0.006016296
216,0.006016315
217,0.006016329
218,0.006016335
219,0.006016332
220,0.006016323
221,0.006016306
222,0.006016281
223,0.006016251
224,0.006016213
