EwEVersion,"6.6.7.17812 (compiled 28/02/2022)"
Date,"26/02/2023 11:47:50 AM"
ModelName,CS_model_V1_110722
EcosimScenario,"New Ecosim scenario"
TimeSeries,(none)
StartYear,2020

Data,"PredationMortality of Bottlenose Dolphin"

timestep\group,"Large sharks",
1,0.01050684
2,0.01050506
3,0.01050493
4,0.0105049
5,0.01050487
6,0.01050484
7,0.01050482
8,0.0105048
9,0.01050479
10,0.01050479
11,0.01050481
12,0.01050484
13,0.01050488
14,0.01050494
15,0.01050501
16,0.01050509
17,0.01050518
18,0.01050528
19,0.01050538
20,0.01050549
21,0.0105056
22,0.0105057
23,0.01050581
24,0.01050591
25,0.010506
26,0.01050609
27,0.01050617
28,0.01050624
29,0.0105063
30,0.01050636
31,0.01050639
32,0.01050642
33,0.01050643
34,0.01050644
35,0.01050642
36,0.0105064
37,0.01050636
38,0.01050631
39,0.01050625
40,0.01050617
41,0.01050609
42,0.01050599
43,0.01050588
44,0.01050576
45,0.01050563
46,0.0105055
47,0.01050536
48,0.01050521
49,0.01050506
50,0.0105049
51,0.01050473
52,0.01050457
53,0.01050441
54,0.01050424
55,0.01050408
56,0.01050392
57,0.01050376
58,0.0105036
59,0.01050345
60,0.0105033
61,0.01050315
62,0.01050301
63,0.01050288
64,0.01050276
65,0.01050264
66,0.01050253
67,0.01050243
68,0.01050234
69,0.01050226
70,0.01050218
71,0.01050212
72,0.01050207
73,0.01050204
74,0.01050201
75,0.01050199
76,0.01050199
77,0.010502
78,0.01050203
79,0.01050206
80,0.01050211
81,0.01050218
82,0.01050225
83,0.01050234
84,0.01050244
85,0.01050255
86,0.01050267
87,0.01050281
88,0.01050295
89,0.01050309
90,0.01050325
91,0.01050341
92,0.01050357
93,0.01050374
94,0.01050391
95,0.01050407
96,0.01050424
97,0.0105044
98,0.01050456
99,0.01050471
100,0.01050485
101,0.01050499
102,0.01050511
103,0.01050523
104,0.01050533
105,0.01050542
106,0.0105055
107,0.01050557
108,0.01050562
109,0.01050567
110,0.0105057
111,0.01050572
112,0.01050573
113,0.01050573
114,0.01050573
115,0.01050572
116,0.0105057
117,0.01050569
118,0.01050567
119,0.01050565
120,0.01050563
121,0.01050562
122,0.01050561
123,0.0105056
124,0.01050561
125,0.01050563
126,0.01050565
127,0.01050568
128,0.01050573
129,0.01050578
130,0.01050585
131,0.01050592
132,0.01050601
133,0.01050611
134,0.01050622
135,0.01050633
136,0.01050646
137,0.01050658
138,0.01050672
139,0.01050686
140,0.010507
141,0.01050714
142,0.01050728
143,0.01050742
144,0.01050756
145,0.01050769
146,0.01050782
147,0.01050794
148,0.01050806
149,0.01050817
150,0.01050827
151,0.01050837
152,0.01050846
153,0.01050854
154,0.01050862
155,0.01050869
156,0.01050875
157,0.01050881
158,0.01050887
159,0.01050892
160,0.01050896
161,0.01050901
162,0.01050905
163,0.01050909
164,0.01050913
165,0.01050917
166,0.01050921
167,0.01050924
168,0.01050928
169,0.01050932
170,0.01050935
171,0.01050938
172,0.01050942
173,0.01050945
174,0.01050947
175,0.0105095
176,0.01050952
177,0.01050954
178,0.01050955
179,0.01050956
180,0.01050957
181,0.01050957
182,0.01050956
183,0.01050955
184,0.01050953
185,0.01050951
186,0.01050949
187,0.01050946
188,0.01050943
189,0.0105094
190,0.01050937
191,0.01050934
192,0.01050932
193,0.0105093
194,0.01050929
195,0.01050928
196,0.01050928
197,0.0105093
198,0.01050932
199,0.01050935
200,0.0105094
201,0.01050946
202,0.01050953
203,0.01050962
204,0.01050971
205,0.01050982
206,0.01050993
207,0.01051006
208,0.01051019
209,0.01051033
210,0.01051047
211,0.01051061
212,0.01051075
213,0.01051089
214,0.01051102
215,0.01051115
216,0.01051127
217,0.01051137
218,0.01051146
219,0.01051153
220,0.01051159
221,0.01051163
222,0.01051166
223,0.01051166
224,0.01051165
