EwEVersion,"6.6.7.17812 (compiled 28/02/2022)"
Date,"26/02/2023 11:47:50 AM"
ModelName,CS_model_V1_110722
EcosimScenario,"New Ecosim scenario"
TimeSeries,(none)
StartYear,2020

Data,"PredationMortality of Large sharks"

timestep\group,"Large sharks",
1,0.0001851548
2,0.0001851263
3,0.0001851179
4,0.0001851118
5,0.0001851065
6,0.000185102
7,0.0001850983
8,0.0001850953
9,0.0001850928
10,0.000185091
11,0.0001850897
12,0.0001850888
13,0.0001850883
14,0.0001850881
15,0.0001850883
16,0.0001850887
17,0.0001850893
18,0.0001850901
19,0.0001850909
20,0.0001850917
21,0.0001850925
22,0.0001850931
23,0.0001850937
24,0.0001850941
25,0.0001850943
26,0.0001850942
27,0.0001850939
28,0.0001850933
29,0.0001850924
30,0.0001850911
31,0.0001850895
32,0.0001850876
33,0.0001850853
34,0.0001850828
35,0.00018508
36,0.0001850768
37,0.0001850734
38,0.0001850698
39,0.000185066
40,0.0001850621
41,0.0001850579
42,0.0001850537
43,0.0001850494
44,0.0001850452
45,0.0001850409
46,0.0001850367
47,0.0001850325
48,0.0001850284
49,0.0001850245
50,0.0001850207
51,0.0001850171
52,0.0001850137
53,0.0001850105
54,0.0001850076
55,0.0001850048
56,0.0001850023
57,0.000185
58,0.0001849979
59,0.000184996
60,0.0001849942
61,0.0001849927
62,0.0001849913
63,0.0001849901
64,0.0001849889
65,0.0001849879
66,0.0001849869
67,0.0001849861
68,0.0001849853
69,0.0001849845
70,0.0001849837
71,0.000184983
72,0.0001849823
73,0.0001849815
74,0.0001849808
75,0.00018498
76,0.0001849793
77,0.0001849787
78,0.000184978
79,0.0001849774
80,0.0001849769
81,0.0001849764
82,0.0001849761
83,0.0001849758
84,0.0001849757
85,0.0001849758
86,0.000184976
87,0.0001849764
88,0.000184977
89,0.0001849778
90,0.0001849789
91,0.0001849802
92,0.0001849817
93,0.0001849834
94,0.0001849853
95,0.0001849875
96,0.0001849899
97,0.0001849924
98,0.0001849951
99,0.000184998
100,0.000185001
101,0.0001850042
102,0.0001850074
103,0.0001850107
104,0.000185014
105,0.0001850174
106,0.0001850208
107,0.0001850242
108,0.0001850275
109,0.0001850307
110,0.0001850339
111,0.0001850371
112,0.0001850401
113,0.0001850432
114,0.0001850461
115,0.000185049
116,0.0001850518
117,0.0001850546
118,0.0001850573
119,0.0001850599
120,0.0001850625
121,0.0001850651
122,0.0001850678
123,0.0001850703
124,0.000185073
125,0.0001850756
126,0.0001850783
127,0.000185081
128,0.0001850838
129,0.0001850866
130,0.0001850894
131,0.0001850923
132,0.0001850952
133,0.0001850981
134,0.000185101
135,0.0001851039
136,0.0001851067
137,0.0001851095
138,0.0001851123
139,0.0001851148
140,0.0001851174
141,0.0001851197
142,0.0001851219
143,0.000185124
144,0.0001851259
145,0.0001851276
146,0.0001851291
147,0.0001851304
148,0.0001851315
149,0.0001851325
150,0.0001851333
151,0.0001851339
152,0.0001851345
153,0.0001851349
154,0.0001851353
155,0.0001851357
156,0.0001851361
157,0.0001851365
158,0.000185137
159,0.0001851376
160,0.0001851383
161,0.0001851392
162,0.0001851403
163,0.0001851416
164,0.0001851432
165,0.000185145
166,0.000185147
167,0.0001851493
168,0.0001851518
169,0.0001851546
170,0.0001851576
171,0.0001851607
172,0.0001851641
173,0.0001851676
174,0.0001851711
175,0.0001851747
176,0.0001851783
177,0.0001851818
178,0.0001851852
179,0.0001851884
180,0.0001851916
181,0.0001851944
182,0.000185197
183,0.0001851992
184,0.0001852012
185,0.0001852028
186,0.000185204
187,0.0001852049
188,0.0001852053
189,0.0001852054
190,0.0001852053
191,0.0001852047
192,0.0001852039
193,0.0001852029
194,0.0001852017
195,0.0001852002
196,0.0001851988
197,0.0001851973
198,0.0001851958
199,0.0001851944
200,0.0001851931
201,0.0001851919
202,0.0001851909
