EwEVersion,"6.6.7.17812 (compiled 28/02/2022)"
Date,"26/02/2023 11:47:50 AM"
ModelName,CS_model_V1_110722
EcosimScenario,"New Ecosim scenario"
TimeSeries,(none)
StartYear,2020

Data,"PredationMortality of Australian Sea Lion"

timestep\group,"Large sharks",
1,0.1215393
2,0.1215186
3,0.1215174
4,0.1215172
5,0.1215169
6,0.1215166
7,0.1215163
8,0.121516
9,0.1215158
10,0.1215156
11,0.1215156
12,0.1215157
13,0.1215159
14,0.1215162
15,0.1215166
16,0.1215171
17,0.1215177
18,0.1215183
19,0.121519
20,0.1215196
21,0.1215203
22,0.1215209
23,0.1215214
24,0.1215219
25,0.1215223
26,0.1215226
27,0.1215228
28,0.1215229
29,0.1215228
30,0.1215227
31,0.1215224
32,0.1215219
33,0.1215213
34,0.1215206
35,0.1215198
36,0.1215189
37,0.1215178
38,0.1215166
39,0.1215154
40,0.121514
41,0.1215127
42,0.1215112
43,0.1215097
44,0.1215082
45,0.1215066
46,0.1215051
47,0.1215035
48,0.121502
49,0.1215005
50,0.121499
51,0.1214976
52,0.1214962
53,0.1214948
54,0.1214936
55,0.1214923
56,0.1214912
57,0.1214901
58,0.121489
59,0.1214881
60,0.1214872
61,0.1214863
62,0.1214855
63,0.1214848
64,0.1214841
65,0.1214835
66,0.1214829
67,0.1214824
68,0.1214819
69,0.1214815
70,0.1214811
71,0.1214807
72,0.1214804
73,0.1214802
74,0.1214801
75,0.1214799
76,0.1214799
77,0.1214799
78,0.1214801
79,0.1214802
80,0.1214805
81,0.1214809
82,0.1214814
83,0.121482
84,0.1214827
85,0.1214835
86,0.1214845
87,0.1214855
88,0.1214867
89,0.121488
90,0.1214894
91,0.1214909
92,0.1214924
93,0.1214941
94,0.1214958
95,0.1214975
96,0.1214993
97,0.1215012
98,0.1215031
99,0.1215049
100,0.1215068
101,0.1215086
102,0.1215104
103,0.1215122
104,0.1215138
105,0.1215154
106,0.1215169
107,0.1215183
108,0.1215196
109,0.1215208
110,0.1215219
111,0.1215229
112,0.1215238
113,0.1215246
114,0.1215253
115,0.1215259
116,0.1215265
117,0.1215269
118,0.1215273
119,0.1215277
120,0.1215281
121,0.1215284
122,0.1215287
123,0.1215291
124,0.1215294
125,0.1215298
126,0.1215302
127,0.1215307
128,0.1215312
129,0.1215318
130,0.1215324
131,0.1215331
132,0.1215338
133,0.1215346
134,0.1215355
135,0.1215363
136,0.1215372
137,0.1215381
138,0.121539
139,0.1215399
140,0.1215408
141,0.1215416
142,0.1215425
143,0.1215433
144,0.121544
145,0.1215447
146,0.1215454
147,0.1215459
148,0.1215464
149,0.1215469
150,0.1215473
151,0.1215476
152,0.1215479
153,0.1215481
154,0.1215483
155,0.1215485
156,0.1215487
157,0.1215489
158,0.1215491
159,0.1215493
160,0.1215496
161,0.1215499
162,0.1215502
163,0.1215506
164,0.1215511
165,0.1215516
166,0.1215522
167,0.1215529
168,0.1215536
169,0.1215544
170,0.1215552
171,0.121556
172,0.1215569
173,0.1215577
174,0.1215586
175,0.1215594
176,0.1215601
177,0.1215609
178,0.1215615
179,0.121562
180,0.1215625
181,0.1215628
182,0.1215631
183,0.1215631
184,0.1215631
185,0.1215629
186,0.1215626
187,0.1215621
188,0.1215616
189,0.1215609
190,0.1215602
191,0.1215594
192,0.1215585
193,0.1215576
194,0.1215567
195,0.1215558
196,0.1215549
197,0.1215541
198,0.1215534
199,0.1215528
200,0.1215523
201,0.1215519
202,0.1215517
203,0.1215516
204,0.1215517
205,0.121552
206,0.1215524
207,0.121553
208,0.1215538
209,0.1215547
210,0.1215556
211,0.1215567
212,0.1215579
213,0.1215591
214,0.1215603
215,0.1215616
216,0.1215628
217,0.1215639
218,0.121565
219,0.1215659
220,0.1215668
221,0.1215675
222,0.121568
223,0.1215684
224,0.1215686
225,0.1215686
226,0.1215684
